Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDQ47,7155.0,Regular,169137707.0,Breads,352874,OUT017,2007,Small,Tier 2,Supermarket Type1,3881614
FDY39,617.0,Regular,58970176.51111111,Meat,1820608,OUT027,1985,Medium,Tier 3,Supermarket Type3,77179536
FDY36,123.0,Low Fat,9429612.0,Baking Goods,71338,OUT045,2002,Small,Tier 2,Supermarket Type1,109857
NCM17,793.0,Low Fat,71076672.0,Health and Hygiene,449086,OUT013,1987,High,Tier 3,Supermarket Type1,8029548
DRN35,801.0,Low Fat,70234306.0,Hard Drinks,349532,OUT035,2004,Small,Tier 2,Supermarket Type1,539298
FDK22,98.0,Low Fat,43663452.0,Snack Foods,217185,OUT010,1998,Small,Tier 3,Grocery Store,43277
FDI07,617.0,Regular,59110912.0,Meat,1993426,OUT019,1985,Small,Tier 1,Grocery Store,3954852
DRK37,5.0,Low Fat,65169154.35036496,Soft Drinks,190453,OUT010,1998,Small,Tier 3,Grocery Store,379506
NCP05,196.0,Low Fat,42324556.0,Health and Hygiene,1509024,OUT010,1998,Small,Tier 3,Grocery Store,3036048
NCD42,165.0,Low Fat,12657494.0,Health and Hygiene,363506,OUT049,1999,Medium,Tier 1,Supermarket Type1,8728638
FDW11,126.0,Low Fat,48857925.0,Breads,610194,OUT049,1999,Medium,Tier 1,Supermarket Type1,10526298
FDI14,141.0,Low Fat,90185027.0,Canned,1402496,OUT017,2007,Small,Tier 2,Supermarket Type1,26818424
NCY42,638.0,Low Fat,15186146.0,Household,144947,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435528
FDV26,2025.0,Regular,69237959.17391305,Dairy,1942794,OUT049,1999,Medium,Tier 1,Supermarket Type1,42917468
FDX15,617.0,Low Fat,155541973.0,Meat,1597578,OUT027,1985,Medium,Tier 3,Supermarket Type3,6418312
NCG07,123.0,Low Fat,52502049.0,Household,190853,OUT046,1997,Small,Tier 1,Supermarket Type1,4364319
FDC44,156.0,Low Fat,172596885.0,Fruits and Vegetables,1148518,OUT046,1997,Small,Tier 1,Supermarket Type1,21631842
FDC47,15.0,Low Fat,118868155.0,Snack Foods,2294694,OUT035,2004,Small,Tier 2,Supermarket Type1,59376044
NCK53,116.0,Low Fat,37639672.0,Health and Hygiene,984042,OUT049,1999,Medium,Tier 1,Supermarket Type1,13888588
FDY49,197.0,Regular,21031586.0,Canned,1647184,OUT019,1985,Small,Tier 1,Grocery Store,4953552
NCM07,906.0,Low Fat,69968018.0,Others,839908,OUT019,1985,Small,Tier 1,Grocery Store,1677816
FDR47,1785.0,Low Fat,87963415.0,Breads,1933794,OUT017,2007,Small,Tier 2,Supermarket Type1,42917468
FDS59,148.0,Regular,43885147.0,Breads,108757,OUT035,2004,Small,Tier 2,Supermarket Type1,1867569
DRK47,7905.0,Low Fat,64163983.0,Hard Drinks,2299694,OUT049,1999,Medium,Tier 1,Supermarket Type1,4567388
FDZ27,638.0,Low Fat,69237959.17391305,Dairy,51235,OUT019,1985,Small,Tier 1,Grocery Store,49935
FDE36,678.0,Regular,66836820.12106136,Baking Goods,1655868,OUT027,1985,Medium,Tier 3,Supermarket Type3,54049644
FDM51,118.0,Regular,2592132.0,Meat,1019674,OUT035,2004,Small,Tier 2,Supermarket Type1,17317458
FDY48,14.0,Low Fat,23734872.0,Baking Goods,1032332,OUT046,1997,Small,Tier 1,Supermarket Type1,18455976
FDA35,1485.0,Regular,53921264.0,Baking Goods,1230072,OUT049,1999,Medium,Tier 1,Supermarket Type1,19601152
NCL31,739.0,Low Fat,120770963.0,Others,143447,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290352
FDC47,15.0,Low Fat,118791698.0,Snack Foods,2299694,OUT013,1987,High,Tier 3,Supermarket Type1,43390186
FDI26,197.0,Low Fat,34717799.0,Canned,1794344,OUT027,1985,Medium,Tier 3,Supermarket Type3,60667696
FDQ16,197.0,Low Fat,41823046.0,Frozen Foods,1080912,OUT045,2002,Small,Tier 2,Supermarket Type1,19654416
FDK15,108.0,Low Fat,164724567.0,Meat,984042,OUT010,1998,Small,Tier 3,Grocery Store,992042
NCO53,196.0,Low Fat,174336148.0,Health and Hygiene,1840608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431628
FDG12,678.0,Regular,6295472.0,Baking Goods,1224098,OUT027,1985,Medium,Tier 3,Supermarket Type3,37358038
FDU28,751.5,Regular,93463546.0,Frozen Foods,1891214,OUT027,1985,Medium,Tier 3,Supermarket Type3,22610568
FDI20,206.0,Low Fat,67520165.0,Fruits and Vegetables,2113586,OUT019,1985,Small,Tier 1,Grocery Store,4221172
DRN37,96.0,Low Fat,161182103.0,Soft Drinks,1653158,OUT010,1998,Small,Tier 3,Grocery Store,3342316
FDD28,10695.0,Low Fat,53296868.0,Frozen Foods,596904,OUT046,1997,Small,Tier 1,Supermarket Type1,9374464
FDP31,211.0,Regular,161474419.0,Fruits and Vegetables,629168,OUT035,2004,Small,Tier 2,Supermarket Type1,10865856
DRD27,638.0,Low Fat,41740624.0,Dairy,983042,OUT019,1985,Small,Tier 1,Grocery Store,1984084
DRF01,696.0,Low Fat,306542848.0,Soft Drinks,1473102,OUT019,1985,Small,Tier 1,Grocery Store,2916204
DRD25,6135.0,Low Fat,79293753.0,Soft Drinks,111286,OUT018,2009,Medium,Tier 3,Supermarket Type2,226372
FDD53,162.0,Low Fat,44472637.0,Frozen Foods,433454,OUT017,2007,Small,Tier 2,Supermarket Type1,9227988
FDQ24,157.0,Low Fat,73816097.0,Baking Goods,2534724,OUT045,2002,Small,Tier 2,Supermarket Type1,20133792
FDY49,172.0,Regular,12080016.0,Canned,1644184,OUT017,2007,Small,Tier 2,Supermarket Type1,26418944
NCP18,1215.0,Low Fat,2859825.0,Household,1504708,OUT046,1997,Small,Tier 1,Supermarket Type1,2257062
FDT07,206.0,Regular,76944658.0,Fruits and Vegetables,257133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433657
FDG46,863.0,Regular,55084019.0,Snack Foods,1147518,OUT010,1998,Small,Tier 3,Grocery Store,4554072
FDH50,15.0,Regular,162093059.0,Canned,1825266,OUT018,2009,Medium,Tier 3,Supermarket Type2,12909862
FDS40,751.5,Low Fat,24546148.0,Frozen Foods,34619,OUT019,1985,Small,Tier 1,Grocery Store,36619
FDZ60,678.0,Low Fat,118783796.0,Baking Goods,1085596,OUT027,1985,Medium,Tier 3,Supermarket Type3,17257536
FDG38,8975.0,Regular,52836076.0,Canned,866224,OUT045,2002,Small,Tier 2,Supermarket Type1,16192256
FDG31,1215.0,Low Fat,37889224.0,Meat,647826,OUT035,2004,Small,Tier 2,Supermarket Type1,9041564
FDS39,6895.0,Low Fat,22587621.0,Meat,1437812,OUT017,2007,Small,Tier 2,Supermarket Type1,19947368
FDL22,742.0,Low Fat,36213953.0,Snack Foods,925488,OUT027,1985,Medium,Tier 3,Supermarket Type3,26259152
FDQ20,8325.0,Low Fat,29779207.0,Fruits and Vegetables,393138,OUT035,2004,Small,Tier 2,Supermarket Type1,9747312
DRB24,8785.0,Low Fat,20693619.0,Soft Drinks,1531656,OUT017,2007,Small,Tier 2,Supermarket Type1,18535872
DRI51,638.0,Low Fat,42037073.0,Dairy,1726764,OUT027,1985,Medium,Tier 3,Supermarket Type3,61839504
FDJ60,1935.0,Regular,62516602.0,Baking Goods,1639184,OUT035,2004,Small,Tier 2,Supermarket Type1,31372496
FDB40,175.0,Regular,12620221.0,Dairy,1448102,OUT010,1998,Small,Tier 3,Grocery Store,2916204
FDO15,1675.0,Regular,8615.0,Meat,724038,OUT017,2007,Small,Tier 2,Supermarket Type1,739038
FDI53,8895.0,Regular,137618927.0,Frozen Foods,1615236,OUT035,2004,Small,Tier 2,Supermarket Type1,17723596
FDZ14,771.0,Regular,47588696.0,Dairy,1224756,OUT046,1997,Small,Tier 1,Supermarket Type1,605878
NCD54,588.0,Low Fat,50790917.0,Household,1427786,OUT019,1985,Small,Tier 1,Grocery Store,1444786
FDF28,157.0,Regular,37864721.0,Frozen Foods,1241046,OUT046,1997,Small,Tier 1,Supermarket Type1,11205414
FDD39,167.0,Low Fat,70551723.0,Dairy,217685,OUT017,2007,Small,Tier 2,Supermarket Type1,216385
NCN54,2035.0,Low Fat,21326471.0,Household,761328,OUT046,1997,Small,Tier 1,Supermarket Type1,772328
NCO41,125.0,Low Fat,18955479.0,Health and Hygiene,1001384,OUT017,2007,Small,Tier 2,Supermarket Type1,21678448
FDH45,151.0,Regular,105666833.0,Fruits and Vegetables,416796,OUT046,1997,Small,Tier 1,Supermarket Type1,4953552
NCD55,14.0,Low Fat,40725405.0,Household,434454,OUT010,1998,Small,Tier 3,Grocery Store,419454
DRK35,8365.0,Low Fat,72252888.0,Hard Drinks,396506,OUT017,2007,Small,Tier 2,Supermarket Type1,8349132
FDM25,10695.0,Regular,61008889.0,Breakfast,1775712,OUT017,2007,Small,Tier 2,Supermarket Type1,2636568
NCW30,521.0,Low Fat,11007815.0,Household,2595962,OUT035,2004,Small,Tier 2,Supermarket Type1,28489582
FDU15,1365.0,Regular,58970176.51111111,Meat,379532,OUT045,2002,Small,Tier 2,Supermarket Type1,5752512
DRN35,801.0,Low Fat,70247589.0,Hard Drinks,375532,OUT046,1997,Small,Tier 1,Supermarket Type1,13662216
FDN28,588.0,Regular,30294931.0,Frozen Foods,104099,OUT049,1999,Medium,Tier 1,Supermarket Type1,412796
NCK29,5615.0,Low Fat,210511558.0,Health and Hygiene,121373,OUT010,1998,Small,Tier 3,Grocery Store,123173
FDA49,197.0,Low Fat,650227.0,Canned,870198,OUT049,1999,Medium,Tier 1,Supermarket Type1,6977584
FDE40,638.0,Regular,173587926.0,Dairy,600194,OUT019,1985,Small,Tier 1,Grocery Store,1238388
FDD52,1825.0,Regular,183579854.0,Dairy,110857,OUT049,1999,Medium,Tier 1,Supermarket Type1,1977426
FDZ31,1535.0,Regular,113678422.0,Fruits and Vegetables,1897504,OUT018,2009,Medium,Tier 3,Supermarket Type2,24927552
FDA13,197.0,Low Fat,78174543.0,Canned,399506,OUT027,1985,Medium,Tier 3,Supermarket Type3,7210614
FDU08,103.0,Low Fat,27292686.0,Fruits and Vegetables,1012042,OUT013,1987,High,Tier 3,Supermarket Type1,3968168
FDU15,1365.0,Regular,26602089.0,Meat,351532,OUT046,1997,Small,Tier 1,Supermarket Type1,7909704
FDD45,8615.0,Low Fat,116226984.0,Fruits and Vegetables,959436,OUT035,2004,Small,Tier 2,Supermarket Type1,27417644
FDY50,58.0,Low Fat,131221393.0,Dairy,878172,OUT045,2002,Small,Tier 2,Supermarket Type1,10706064
FDD08,83.0,Low Fat,35409328.0,Fruits and Vegetables,362506,OUT049,1999,Medium,Tier 1,Supermarket Type1,8349132
NCE30,16.0,Low Fat,60721772.89639115,Household,2104902,OUT045,2002,Small,Tier 2,Supermarket Type1,36106334
FDB05,5155.0,Low Fat,83327693.0,Frozen Foods,2472776,OUT049,1999,Medium,Tier 1,Supermarket Type1,59442624
FDS09,8895.0,Regular,8125293.0,Snack Foods,498008,OUT045,2002,Small,Tier 2,Supermarket Type1,10626168
FDZ07,151.0,Regular,67329353.55021834,Fruits and Vegetables,637194,OUT018,2009,Medium,Tier 3,Supermarket Type2,13622268
FDS57,155.0,Low Fat,103422709.0,Snack Foods,144847,OUT035,2004,Small,Tier 2,Supermarket Type1,1717764
FDX28,6325.0,Low Fat,125688044.0,Frozen Foods,1009042,OUT018,2009,Medium,Tier 3,Supermarket Type2,20832882
FDN56,206.0,Regular,187443314.0,Fruits and Vegetables,1458786,OUT019,1985,Small,Tier 1,Grocery Store,2889572
FDX44,93.0,Low Fat,4295842.0,Fruits and Vegetables,893172,OUT035,2004,Small,Tier 2,Supermarket Type1,20519956
NCF19,588.0,Low Fat,34938717.0,Household,490034,OUT027,1985,Medium,Tier 3,Supermarket Type3,8262578
NCA17,206.0,Low Fat,45603215.0,Health and Hygiene,1492392,OUT018,2009,Medium,Tier 3,Supermarket Type2,40267584
FDY40,155.0,Regular,85834992.0,Frozen Foods,496692,OUT046,1997,Small,Tier 1,Supermarket Type1,7883072
NCX54,9195.0,Low Fat,48050783.0,Household,1056622,OUT035,2004,Small,Tier 2,Supermarket Type1,16937952
FDK28,5695.0,Low Fat,65589906.0,Frozen Foods,2582646,OUT046,1997,Small,Tier 1,Supermarket Type1,54109566
FDI32,206.0,Low Fat,173529036.0,Fruits and Vegetables,1132834,OUT027,1985,Medium,Tier 3,Supermarket Type3,43769692
FDT11,594.0,Regular,29492018.0,Breads,1880556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938778
FDO32,636.0,Low Fat,121225455.0,Fruits and Vegetables,45906,OUT017,2007,Small,Tier 2,Supermarket Type1,1118544
DRJ01,696.0,Low Fat,114475357.0,Soft Drinks,1609236,OUT027,1985,Medium,Tier 3,Supermarket Type3,22557304
FDW02,4805.0,Regular,69237959.17391305,Dairy,1239704,OUT045,2002,Small,Tier 2,Supermarket Type1,22530672
NCK30,1485.0,Low Fat,60927824.0,Household,2548698,OUT013,1987,High,Tier 3,Supermarket Type1,48197262
NCM43,145.0,Low Fat,19459164.0,Others,161621,OUT013,1987,High,Tier 3,Supermarket Type1,2120573
FDJ14,103.0,Regular,50070476.0,Canned,77896,OUT046,1997,Small,Tier 1,Supermarket Type1,1278336
FDE59,1215.0,Low Fat,6227604.0,Starchy Foods,379532,OUT035,2004,Small,Tier 2,Supermarket Type1,1078596
FDN10,115.0,Low Fat,46217345.0,Snack Foods,1203124,OUT045,2002,Small,Tier 2,Supermarket Type1,4740496
NCC18,191.0,Low Fat,177270016.0,Household,1740422,OUT046,1997,Small,Tier 1,Supermarket Type1,1724422
FDN34,742.0,Regular,80127283.0,Snack Foods,1687132,OUT019,1985,Small,Tier 1,Grocery Store,3382264
FDU12,155.0,Regular,76059648.0,Baking Goods,2651568,OUT018,2009,Medium,Tier 3,Supermarket Type2,21092544
FDR33,731.0,Low Fat,26788937.0,Snack Foods,110357,OUT046,1997,Small,Tier 1,Supermarket Type1,3185853
FDP33,187.0,Low Fat,89197963.0,Snack Foods,2573672,OUT013,1987,High,Tier 3,Supermarket Type1,20453376
FDT49,7.0,Low Fat,151279591.0,Canned,107028,OUT013,1987,High,Tier 3,Supermarket Type1,2876256
FDK02,125.0,Low Fat,112203445.0,Canned,121144,OUT035,2004,Small,Tier 2,Supermarket Type1,1438128
NCM07,9395.0,Low Fat,39961837.0,Others,840908,OUT046,1997,Small,Tier 1,Supermarket Type1,419454
FDX38,105.0,Regular,48207017.0,Dairy,459376,OUT046,1997,Small,Tier 1,Supermarket Type1,5752512
FDS56,5785.0,Regular,64871045.0,Fruits and Vegetables,2621252,OUT010,1998,Small,Tier 3,Grocery Store,7869756
FDU26,167.0,Regular,42685217.0,Dairy,1207782,OUT049,1999,Medium,Tier 1,Supermarket Type1,10726038
FDR16,5845.0,Regular,105181277.0,Frozen Foods,2144218,OUT049,1999,Medium,Tier 1,Supermarket Type1,5343045
FDA58,9395.0,Low Fat,103751236.0,Snack Foods,2358932,OUT046,1997,Small,Tier 1,Supermarket Type1,9427728
FDI26,594.0,Low Fat,35028853.0,Canned,1798344,OUT018,2009,Medium,Tier 3,Supermarket Type2,12490408
FDU36,615.0,Low Fat,46262201.0,Baking Goods,978384,OUT035,2004,Small,Tier 2,Supermarket Type1,20693064
FDG60,2035.0,Low Fat,60688248.0,Baking Goods,2342616,OUT035,2004,Small,Tier 2,Supermarket Type1,4687232
FDH14,171.0,Regular,78347922.0,Canned,1418838,OUT010,1998,Small,Tier 3,Grocery Store,2809676
FDQ37,1385.0,Low Fat,88828418.0,Breakfast,1922478,OUT027,1985,Medium,Tier 3,Supermarket Type3,79436598
FDW23,5765.0,Low Fat,81944045.0,Baking Goods,367164,OUT013,1987,High,Tier 3,Supermarket Type1,8495608
FDM03,1265.0,Low Fat,123726711.0,Meat,1077938,OUT017,2007,Small,Tier 2,Supermarket Type1,22510698
FDB58,105.0,Regular,13485235.0,Snack Foods,1400154,OUT013,1987,High,Tier 3,Supermarket Type1,31199388
FDR09,1825.0,Low Fat,77659918.0,Snack Foods,2602962,OUT013,1987,High,Tier 3,Supermarket Type1,10359848
FDR48,1165.0,Low Fat,66836820.12106136,Baking Goods,1498024,OUT018,2009,Medium,Tier 3,Supermarket Type2,18216288
FDZ52,192.0,Low Fat,100074524.0,Frozen Foods,1102886,OUT046,1997,Small,Tier 1,Supermarket Type1,7783202
DRD60,157.0,Low Fat,37289996.0,Soft Drinks,1827634,OUT049,1999,Medium,Tier 1,Supermarket Type1,34535046
FDJ14,103.0,Regular,50028809.0,Canned,80096,OUT013,1987,High,Tier 3,Supermarket Type1,239688
NCY29,1365.0,Low Fat,77234113.0,Health and Hygiene,56893,OUT046,1997,Small,Tier 1,Supermarket Type1,1188453
NCP41,166.0,Low Fat,16197216.0,Health and Hygiene,1088596,OUT013,1987,High,Tier 3,Supermarket Type1,9707364
FDK46,96.0,Low Fat,51571772.0,Snack Foods,258462,OUT045,2002,Small,Tier 2,Supermarket Type1,4673916
FDI48,1185.0,Regular,55672032.0,Baking Goods,505666,OUT013,1987,High,Tier 3,Supermarket Type1,9227988
FDX48,678.0,Regular,66336811.0,Baking Goods,1541656,OUT019,1985,Small,Tier 1,Grocery Store,6178624
NCI29,86.0,Low Fat,32672263.0,Health and Hygiene,1412154,OUT049,1999,Medium,Tier 1,Supermarket Type1,709077
FDL51,207.0,Regular,47491371.0,Dairy,2139876,OUT046,1997,Small,Tier 1,Supermarket Type1,2143876
FDU21,118.0,Regular,77154417.0,Snack Foods,357558,OUT017,2007,Small,Tier 2,Supermarket Type1,5772486
FDA08,206.0,Regular,87692636.0,Fruits and Vegetables,1625526,OUT019,1985,Small,Tier 1,Grocery Store,3289052
FDK03,126.0,Regular,74221559.0,Dairy,2559356,OUT018,2009,Medium,Tier 3,Supermarket Type2,48323764
DRH39,207.0,Low Fat,92834313.0,Dairy,77667,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220443
NCR18,1585.0,Low Fat,20571083.0,Household,416112,OUT018,2009,Medium,Tier 3,Supermarket Type2,2556672
NCX42,636.0,Low Fat,5978595.0,Household,1636526,OUT046,1997,Small,Tier 1,Supermarket Type1,11511682
FDR15,93.0,Regular,33489979.0,Meat,1566314,OUT049,1999,Medium,Tier 1,Supermarket Type1,12410512
FDN60,678.0,Low Fat,166609517.0,Baking Goods,1576604,OUT019,1985,Small,Tier 1,Grocery Store,3169208
FDH24,207.0,Low Fat,21552357.0,Baking Goods,1570288,OUT017,2007,Small,Tier 2,Supermarket Type1,29854472
FDY50,638.0,Low Fat,130321652.0,Dairy,887172,OUT027,1985,Medium,Tier 3,Supermarket Type3,33010364
FDT26,1885.0,Regular,68059156.0,Dairy,120344,OUT049,1999,Medium,Tier 1,Supermarket Type1,179766
NCC30,166.0,Low Fat,27573983.0,Household,1766344,OUT035,2004,Small,Tier 2,Supermarket Type1,2676516
NCE43,125.0,Low Fat,103442268.0,Household,1708448,OUT046,1997,Small,Tier 1,Supermarket Type1,49428992
DRK39,702.0,Low Fat,69237959.17391305,Dairy,83825,OUT017,2007,Small,Tier 2,Supermarket Type1,1414825
FDL16,1285.0,Low Fat,168312678.0,Frozen Foods,45906,OUT013,1987,High,Tier 3,Supermarket Type1,885514
FDQ36,7855.0,Regular,162205516.0,Baking Goods,362848,OUT018,2009,Medium,Tier 3,Supermarket Type2,11558288
FDS34,1935.0,Regular,76744561.0,Snack Foods,1134518,OUT035,2004,Small,Tier 2,Supermarket Type1,15939252
FDN32,175.0,Low Fat,15591925.0,Fruits and Vegetables,1848266,OUT045,2002,Small,Tier 2,Supermarket Type1,2766399
FDZ23,1775.0,Regular,67639698.0,Baking Goods,187624,OUT045,2002,Small,Tier 2,Supermarket Type1,1491392
DRL49,1315.0,Low Fat,56516756.0,Soft Drinks,1434812,OUT049,1999,Medium,Tier 1,Supermarket Type1,8548872
FDG33,5365.0,Regular,140213762.0,Seafood,1737764,OUT035,2004,Small,Tier 2,Supermarket Type1,46379628
FDG04,131.0,Low Fat,6075007.0,Frozen Foods,1875898,OUT045,2002,Small,Tier 2,Supermarket Type1,24321674
FDR04,7075.0,Low Fat,22612742.0,Frozen Foods,970068,OUT045,2002,Small,Tier 2,Supermarket Type1,1944136
FDF52,93.0,Low Fat,66770664.0,Frozen Foods,1805292,OUT035,2004,Small,Tier 2,Supermarket Type1,21891504
FDT36,123.0,Low Fat,186250852.0,Baking Goods,372874,OUT010,1998,Small,Tier 3,Grocery Store,176437
FDH17,162.0,Regular,16639482.0,Frozen Foods,958726,OUT013,1987,High,Tier 3,Supermarket Type1,10765986
NCL42,1885.0,Low Fat,40599963.0,Household,2440144,OUT017,2007,Small,Tier 2,Supermarket Type1,56353312
DRN35,801.0,Low Fat,70533748.0,Hard Drinks,342532,OUT018,2009,Medium,Tier 3,Supermarket Type2,4673916
FDL21,742.0,Regular,1251245.0,Snack Foods,38748,OUT019,1985,Small,Tier 1,Grocery Store,79896
FDX07,206.0,Regular,22807826.0,Fruits and Vegetables,183495,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577375
FDW16,1735.0,Regular,41474232.0,Frozen Foods,930804,OUT046,1997,Small,Tier 1,Supermarket Type1,8269236
FDS11,655.0,Regular,55289464.0,Breads,2225088,OUT027,1985,Medium,Tier 3,Supermarket Type3,71586816
NCZ54,1465.0,Low Fat,83698962.0,Household,1634552,OUT018,2009,Medium,Tier 3,Supermarket Type2,25992832
FDH32,128.0,Low Fat,76045655.0,Fruits and Vegetables,96541,OUT035,2004,Small,Tier 2,Supermarket Type1,3765099
NCQ17,196.0,Low Fat,116366304.0,Health and Hygiene,158363,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068038
FDK38,665.0,Low Fat,53279839.0,Canned,1477734,OUT035,2004,Small,Tier 2,Supermarket Type1,20786276
NCF55,6675.0,Low Fat,21648305.0,Household,356874,OUT013,1987,High,Tier 3,Supermarket Type1,9527598
FDW39,669.0,Regular,37060755.0,Meat,176837,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411496
FDX36,678.0,Regular,224607399.0,Baking Goods,2231404,OUT019,1985,Small,Tier 1,Grocery Store,4500808
FDD47,76.0,Regular,142699588.0,Starchy Foods,1717448,OUT045,2002,Small,Tier 2,Supermarket Type1,44315648
FDQ46,751.0,Low Fat,103726639.0,Snack Foods,1106544,OUT013,1987,High,Tier 3,Supermarket Type1,19015248
FDE56,206.0,Regular,158424516.0,Fruits and Vegetables,624194,OUT027,1985,Medium,Tier 3,Supermarket Type3,22910178
FDY39,617.0,Regular,8234117.0,Meat,1857608,OUT019,1985,Small,Tier 1,Grocery Store,14700864
FDG05,11.0,Regular,87847141.0,Frozen Foods,156863,OUT046,1997,Small,Tier 1,Supermarket Type1,2972797
NCR54,588.0,Low Fat,158562708.0,Household,194711,OUT019,1985,Small,Tier 1,Grocery Store,196411
FDX57,1725.0,Regular,47458754.0,Snack Foods,958068,OUT018,2009,Medium,Tier 3,Supermarket Type2,12636884
FDC17,751.5,Low Fat,15385857.0,Frozen Foods,2089928,OUT027,1985,Medium,Tier 3,Supermarket Type3,96780688
DRL60,696.0,Low Fat,47377447.0,Soft Drinks,1506682,OUT019,1985,Small,Tier 1,Grocery Store,4574046
FDO32,636.0,Low Fat,120443298.0,Fruits and Vegetables,45406,OUT013,1987,High,Tier 3,Supermarket Type1,1118544
NCO29,1115.0,Low Fat,32229348.0,Health and Hygiene,1632526,OUT013,1987,High,Tier 3,Supermarket Type1,14800734
FDJ36,678.0,Regular,127638966.0,Baking Goods,1045332,OUT027,1985,Medium,Tier 3,Supermarket Type3,256333
NCF54,18.0,Low Fat,47473135.0,Household,1705422,OUT045,2002,Small,Tier 2,Supermarket Type1,31039596
FDV04,7825.0,Regular,149986868.0,Frozen Foods,1588288,OUT035,2004,Small,Tier 2,Supermarket Type1,14141592
NCK30,1485.0,Low Fat,102065622.0,Household,2542698,OUT010,1998,Small,Tier 3,Grocery Store,17756886
FDX09,742.0,Low Fat,114243048.0,Snack Foods,174937,OUT019,1985,Small,Tier 1,Grocery Store,176437
FDH53,205.0,Regular,19183756.0,Frozen Foods,837592,OUT013,1987,High,Tier 3,Supermarket Type1,14035064
FDT22,10395.0,Low Fat,112324552.0,Snack Foods,60622,OUT045,2002,Small,Tier 2,Supermarket Type1,778986
DRF25,696.0,Low Fat,68153091.0,Soft Drinks,36019,OUT019,1985,Small,Tier 1,Grocery Store,73238
FDG56,133.0,Regular,71597469.0,Fruits and Vegetables,608536,OUT045,2002,Small,Tier 2,Supermarket Type1,918804
FDG38,197.0,Regular,52473797.0,Canned,836224,OUT027,1985,Medium,Tier 3,Supermarket Type3,34941184
FDS34,1935.0,Regular,76914745.0,Snack Foods,1148518,OUT045,2002,Small,Tier 2,Supermarket Type1,1707777
FDP44,165.0,Regular,79837509.0,Fruits and Vegetables,1021332,OUT049,1999,Medium,Tier 1,Supermarket Type1,17430644
FDW03,563.0,Regular,24520854.0,Meat,1028306,OUT013,1987,High,Tier 3,Supermarket Type1,19860814
FDU25,1235.0,Low Fat,2678995.0,Canned,589246,OUT018,2009,Medium,Tier 3,Supermarket Type2,9267936
NCR17,98.0,Low Fat,24432767.0,Health and Hygiene,1164492,OUT045,2002,Small,Tier 2,Supermarket Type1,27803808
FDY39,5305.0,Regular,47220268.0,Meat,1819608,OUT018,2009,Medium,Tier 3,Supermarket Type2,23888904
FDA03,185.0,Regular,45534457.0,Dairy,1463102,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645255
FDG58,10695.0,Regular,65093851.71466431,Snack Foods,1561972,OUT046,1997,Small,Tier 1,Supermarket Type1,18695664
NCB19,6525.0,Low Fat,90806457.0,Household,864882,OUT017,2007,Small,Tier 2,Supermarket Type1,16318758
FDI07,1235.0,Regular,33813351.0,Meat,1981426,OUT049,1999,Medium,Tier 1,Supermarket Type1,37571094
NCS06,7935.0,Low Fat,31730739.0,Household,261091,OUT035,2004,Small,Tier 2,Supermarket Type1,2366919
FDX03,1585.0,Regular,102262138.0,Meat,471744,OUT010,1998,Small,Tier 3,Grocery Store,905488
NCK29,5615.0,Low Fat,53790578.42710473,Health and Hygiene,121973,OUT046,1997,Small,Tier 1,Supermarket Type1,246346
FDH16,105.0,Low Fat,52511611.0,Frozen Foods,90783,OUT013,1987,High,Tier 3,Supermarket Type1,1258362
FDA55,206.0,Regular,56713056.0,Fruits and Vegetables,2238088,OUT027,1985,Medium,Tier 3,Supermarket Type3,559272
FDS20,885.0,Low Fat,53950661.0,Fruits and Vegetables,1827292,OUT049,1999,Medium,Tier 1,Supermarket Type1,49255884
FDS31,131.0,Regular,44192372.0,Fruits and Vegetables,1803318,OUT046,1997,Small,Tier 1,Supermarket Type1,23456134
FDA23,678.0,Low Fat,46958533.0,Baking Goods,1013016,OUT027,1985,Medium,Tier 3,Supermarket Type3,23276368
NCU18,151.0,Low Fat,55829496.0,Household,1402496,OUT035,2004,Small,Tier 2,Supermarket Type1,26818424
FDE11,177.0,Regular,13498355.0,Starchy Foods,1844924,OUT013,1987,High,Tier 3,Supermarket Type1,31465708
FDE44,1465.0,Low Fat,67329353.55021834,Fruits and Vegetables,497692,OUT045,2002,Small,Tier 2,Supermarket Type1,8375764
FDV51,1635.0,Low Fat,32538896.0,Meat,1657842,OUT046,1997,Small,Tier 1,Supermarket Type1,26525472
FDK51,1985.0,Low Fat,5264755.0,Dairy,2645884,OUT017,2007,Small,Tier 2,Supermarket Type1,58297448
FDR36,6715.0,Regular,121832956.0,Baking Goods,435454,OUT045,2002,Small,Tier 2,Supermarket Type1,838908
